Samsung Galaxy M30s,4.2,16849.5,4 GB,64 GB,Exynos 9611,16 MP,48 MP + 5 MP + 8 MP,Triple SIM,Yes,
"Mi A2 (Red,",4.15,13449.5,4 GB,64 GB,Snapdragon 660,20 MP,12 MP + 5 MP,Dual SIM,No,
Tecno Camon 15,4.15,13996.75,4 GB,64 GB,Helio G70,16 MP,48 MP + 5 MP + 2 MP + 2 MP,Quad SIM,Yes,
Motorola G9 (Forest,4.1,11499,4 GB,64 GB,Snapdragon 662,16 MP,48 MP + 8 MP + 2 MP,Triple SIM,Yes,
Panasonic Eluga Ray,4.1,10990,4 GB,64 GB,Helio P22,8 MP,13 MP + 2 MP,Dual SIM,Yes,
Asus Zenfone 2,4.1,12999,2 GB,16 GB,Intel Atom Z2560,5 MP,13 MP,Dual SIM,Yes,
Asus Zenfone Max,4.1,10999,2 GB,16 GB,Qualcomm Snapdragon 400,5 MP,13 MP,Dual SIM,Yes,
"Moto One (Black,",4.1,14999,4 GB,64 GB,Snapdragon 632,8 MP,13 MP + 2 MP,Dual SIM,Yes,
Mi A2 (Lake,4.1,17500,4 GB,64 GB,Snapdragon 660,20 MP,12 MP + 5 MP,Dual SIM,No,
Motorola G9 (Sapphire,4.1,11499,4 GB,64 GB,Snapdragon 662,16 MP,48 MP + 8 MP + 2 MP,Triple SIM,Yes,
"Nokia 3.2 (Black,",4.1,11749.5,3 GB,32 GB,MediaTek Helio A22,5 MP,13 MP,Dual SIM,Yes,
"Nokia 4.2 (Black,",4.1,10900,3 GB,32 GB,Qualcomm Snapdragon 439,8 MP,13 MP + 2 MP,Dual SIM,Yes,
Nokia 5 (Matte,4.1,12499,3 GB,32 GB,MediaTek Helio P10,8 MP,13 MP + 5 MP,Dual SIM,Yes,
"Nokia 5.1 (Black&Blue,",4,16300,3 GB,32 GB,MediaTek Helio P10,8 MP,16 MP + 5 MP,Dual SIM,Yes,
"Nokia 3.1 (Blue/Copper,",4,11500,3 GB,32 GB,MediaTek MT6739,8 MP,13 MP,Dual SIM,Yes,
"Nokia 3.1 (White,",4,11500,3 GB,32 GB,MediaTek MT6739,8 MP,13 MP,Dual SIM,Yes,
Tecno Camon i4,4,11885.375,3 GB,32 GB,MediaTek Helio A22,5 MP,13 MP + 2 MP,Dual SIM,Yes,
Infinix Note 5,4,14865.66667,3 GB,32 GB,MediaTek Helio P22,16 MP,13 MP + 2 MP,Dual SIM,Yes,
Nokia 5 (Tempered,4,11990,3 GB,32 GB,MediaTek Helio P10,8 MP,13 MP + 5 MP,Dual SIM,Yes,
LG W10 (Smokey,3.9,10990,3 GB,32 GB,MediaTek Helio P22,8 MP,13 MP,Dual SIM,Yes,
LG Q Stylus+,3.9,17999,4 GB,64 GB,MediaTek Helio P60,13 MP,16 MP + 5 MP,Dual SIM,Yes,
Asus Zenfone Selfie,3.9,14999,2 GB,32 GB,Quad-core 1.2 GHz,5 MP,13 MP,Single,Yes,
LG Q Stylus,3.8,15899,2 GB,16 GB,Quad-core 1.2 GHz,5 MP,8 MP,Single,Yes,
"Gionee P7 (Grey,",3.8,12000,2 GB,16 GB,Quad-core 1.2 GHz,5 MP,8 MP,Single,Yes,
Honor 9x Pro,3.8,17999,4 GB,64 GB,Octa-core 2.2 GHz,16 MP,48 MP + 8 MP + 2 MP,Dual,Yes,
Alcatel Idol 4,3.7,16999,2 GB,16 GB,Quad-core 1.2 GHz,5 MP,8 MP,Single,Yes,
"Lenovo X2-AP (Gold,",3.7,17499,2 GB,16 GB,Quad-core 1.2 GHz,5 MP,8 MP,Single,Yes,
Panasonic Eluga Switch,3.4,14990,2 GB,16 GB,Quad-core 1.2 GHz,5 MP,8 MP,Single,Yes,
Yu Yureka 2,3.3,12299,3 GB,32 GB,Quad-core 1.4 GHz,5 MP,13 MP,Single,Yes,
"XOLO BLACK (Black,",3.1,11936,2 GB,16 GB,Quad-core 1.2 GHz,5 MP,8 MP,Single,Yes,
POCO X3 (Cobalt,,18499,6 GB,64 GB,Octa-core 2.2 GHz,20 MP + 2 MP,64 MP + 13 MP + 2 MP + 2 MP,Dual,Yes,
